PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,PlayResult,RelSpeed,Runner
16,2026/1/29,2,1,宮城,Left,髙橋海,Right,1,0,0,Fastball,BallCalled,,136,0
17,2026/1/29,2,2,宮城,Left,髙橋海,Right,1,1,0,Fastball,StrikeCalled,,136,0
18,2026/1/29,2,3,宮城,Left,髙橋海,Right,1,1,1,TwoSeamFastball,FoulBallFieldable,,127,0
19,2026/1/29,2,4,宮城,Left,髙橋海,Right,1,1,2,Fastball,BallCalled,,134,0
20,2026/1/29,2,5,宮城,Left,髙橋海,Right,1,2,2,Fastball,StrikeCalled,Out,135,0
21,2026/1/29,3,1,宮城,Left,尾形,Left,2,0,0,Fastball,StrikeCalled,,137,0
22,2026/1/29,3,2,宮城,Left,尾形,Left,2,0,1,TwoSeamFastball,StrikeCalled,,127,0
23,2026/1/29,3,3,宮城,Left,尾形,Left,2,0,2,Splitter,FoulBallFieldable,,128,0
24,2026/1/29,3,4,宮城,Left,尾形,Left,2,0,2,Fastball,FoulBallFieldable,,137,0
25,2026/1/29,3,5,宮城,Left,尾形,Left,2,0,2,TwoSeamFastball,InPlay,Out,131,0
26,2026/1/29,1,1,宮城,Left,中村俊,Left,0,0,0,Fastball,BallCalled,,137,0
27,2026/1/29,1,2,宮城,Left,中村俊,Left,0,1,0,Fastball,StrikeCalled,,134,0
28,2026/1/29,1,3,宮城,Left,中村俊,Left,0,1,1,Fastball,StrikeCalled,,137,0
29,2026/1/29,1,4,宮城,Left,中村俊,Left,0,1,2,TwoSeamFastball,BallCalled,,130,0
30,2026/1/29,1,5,宮城,Left,中村俊,Left,0,2,2,Splitter,StrikeSwinging,Out,131,0
31,2026/1/29,2,1,宮城,Left,山根,Right,1,0,0,Fastball,StrikeCalled,,137,0
32,2026/1/29,2,2,宮城,Left,山根,Right,1,0,1,Fastball,FoulBallFieldable,,137,0
33,2026/1/29,2,3,宮城,Left,山根,Right,1,0,2,TwoSeamFastball,InPlay,Out,132,0
34,2026/1/29,3,1,宮城,Left,湯浅,Right,2,0,0,TwoSeamFastball,BallCalled,,131,1
35,2026/1/29,3,2,宮城,Left,湯浅,Right,2,1,0,TwoSeamFastball,BallCalled,,126,1
36,2026/1/29,3,3,宮城,Left,湯浅,Right,2,2,0,Fastball,StrikeCalled,,133,1
37,2026/1/29,3,4,宮城,Left,湯浅,Right,2,2,1,Fastball,BallCalled,,137,1
38,2026/1/29,3,5,宮城,Left,湯浅,Right,2,3,1,Splitter,StrikeCalled,,127,1
39,2026/1/29,3,6,宮城,Left,湯浅,Right,2,3,2,Splitter,BallCalled,Undefined,127,1
40,2026/1/29,4,7,宮城,Left,湯浅,Right,2,0,0,Fastball,InPlay,Out,135,1
1,2026/1/29,1,1,越井,Right,壽田,Left,0,0,0,Fastball,FoulBallFieldable,,142,0
2,2026/1/29,1,2,越井,Right,壽田,Left,0,0,1,Splitter,StrikeCalled,,131,0
3,2026/1/29,1,3,越井,Right,壽田,Left,0,0,2,Splitter,BallCalled,,124,0
4,2026/1/29,1,4,越井,Right,壽田,Left,0,1,2,Splitter,BallCalled,,127,0
5,2026/1/29,1,5,越井,Right,壽田,Left,0,2,2,Fastball,FoulBallFieldable,,143,0
6,2026/1/29,1,6,越井,Right,壽田,Left,0,2,2,Fastball,StrikeCalled,Out,143,0
7,2026/1/29,2,1,越井,Right,大内,Left,1,0,0,Fastball,StrikeCalled,,142,0
8,2026/1/29,2,2,越井,Right,大内,Left,1,0,1,Splitter,InPlay,Single,129,0
9,2026/1/29,3,1,越井,Right,岡西,Left,1,0,0,Fastball,BallCalled,,141,1
10,2026/1/29,3,2,越井,Right,岡西,Left,1,1,0,Fastball,BallCalled,,140,1
11,2026/1/29,3,3,越井,Right,岡西,Left,1,2,0,Fastball,InPlay,Out,138,1
12,2026/1/29,4,1,越井,Right,寺尾,Right,2,0,0,Splitter,StrikeCalled,,125,2
13,2026/1/29,4,2,越井,Right,寺尾,Right,2,0,1,Slider,InPlay,Out,110,2
14,2026/1/29,1,1,越井,Right,髙橋海,Right,0,0,0,Fastball,StrikeCalled,,142,0
15,2026/1/29,1,2,越井,Right,髙橋海,Right,0,0,1,Splitter,InPlay,Out,129,0
16,2026/1/29,2,1,越井,Right,尾形,Left,1,0,0,Curveball,BallCalled,,98,0
17,2026/1/29,2,2,越井,Right,尾形,Left,1,1,0,Fastball,StrikeCalled,,142,0
18,2026/1/29,2,3,越井,Right,尾形,Left,1,1,1,Slider,FoulBallFieldable,,111,0
19,2026/1/29,2,4,越井,Right,尾形,Left,1,1,2,Splitter,BallCalled,,127,0
20,2026/1/29,2,5,越井,Right,尾形,Left,1,2,2,Fastball,InPlay,Out,142,0
21,2026/1/29,3,1,越井,Right,中村俊,Left,2,0,0,Splitter,InPlay,Single,125,0
22,2026/1/29,4,1,越井,Right,山根,Right,2,0,0,Fastball,InPlay,Undefined,138,0
23,2026/1/29,5,1,越井,Right,湯浅,Right,2,0,0,Fastball,BallCalled,,139,0
24,2026/1/29,5,2,越井,Right,湯浅,Right,2,1,0,Fastball,StrikeCalled,,139,0
25,2026/1/29,5,3,越井,Right,湯浅,Right,2,1,1,Fastball,BallCalled,,140,0
26,2026/1/29,5,4,越井,Right,湯浅,Right,2,2,1,Fastball,BallCalled,,139,0
27,2026/1/29,5,5,越井,Right,湯浅,Right,2,3,1,Fastball,BallCalled,Undefined,137,0
28,2026/1/29,6,1,越井,Right,山根,Right,2,0,0,Fastball,StrikeCalled,,140,1
29,2026/1/29,6,2,越井,Right,山根,Right,2,0,1,Fastball,BallCalled,,142,1
30,2026/1/29,6,3,越井,Right,山根,Right,2,1,1,Fastball,InPlay,Out,141,1
31,2026/1/29,1,1,越井,Right,湯浅,Right,0,0,0,Splitter,StrikeCalled,,129,1.2
32,2026/1/29,1,2,越井,Right,湯浅,Right,0,0,1,Slider,BallCalled,,112,1.2
33,2026/1/29,1,3,越井,Right,湯浅,Right,0,1,1,Fastball,BallCalled,,142,1.2
34,2026/1/29,1,4,越井,Right,湯浅,Right,0,2,1,Fastball,FoulBallFieldable,,140,1.2
35,2026/1/29,1,5,越井,Right,湯浅,Right,0,2,2,Fastball,FoulBallFieldable,,142,1.2
36,2026/1/29,1,6,越井,Right,湯浅,Right,0,2,2,Fastball,FoulBallFieldable,,143,1.2
37,2026/1/29,1,7,越井,Right,湯浅,Right,0,2,2,Fastball,InPlay,Out,143,1.2
1,2026/1/29,1,1,,,,,0,0,0,,,,,
2,2026/1/29,1,2,0,,,,0,0,0,,,,,0
3,2026/1/29,1,3,0,,,,0,0,0,,,,,0
4,2026/1/29,1,4,0,,,,0,0,0,,,,,0
5,2026/1/29,1,5,0,,,,0,0,0,,,,,0
6,2026/1/29,1,6,0,,,,0,0,0,,,,,0
7,2026/1/29,1,7,0,,,,0,0,0,,,,,0
8,2026/1/29,1,8,0,,,,0,0,0,,,,,0
9,2026/1/29,1,9,0,,,,0,0,0,,,,,0
10,2026/1/29,1,10,0,,,,0,0,0,,,,,0
11,2026/1/29,1,11,0,,,,0,0,0,,,,,0
12,2026/1/29,1,12,0,,,,0,0,0,,,,,0
13,2026/1/29,1,13,0,,,,0,0,0,,,,,0
14,2026/1/29,1,14,0,,,,0,0,0,,,,,0
15,2026/1/29,1,15,0,,,,0,0,0,,,,,0
16,2026/1/29,1,16,0,,,,0,0,0,,,,,0
17,2026/1/29,1,17,0,,,,0,0,0,,,,,0
18,2026/1/29,1,18,0,,,,0,0,0,,,,,0
19,2026/1/29,1,19,0,,,,0,0,0,,,,,0
20,2026/1/29,1,20,0,,,,0,0,0,,,,,0
21,2026/1/29,1,21,0,,,,0,0,0,,,,,0
22,2026/1/29,1,22,0,,,,0,0,0,,,,,0
23,2026/1/29,1,23,0,,,,0,0,0,,,,,0
24,2026/1/29,1,24,0,,,,0,0,0,,,,,0
25,2026/1/29,1,25,0,,,,0,0,0,,,,,0
26,2026/1/29,1,26,0,,,,0,0,0,,,,,0
27,2026/1/29,1,27,0,,,,0,0,0,,,,,0
28,2026/1/29,1,28,0,,,,0,0,0,,,,,0
29,2026/1/29,1,29,0,,,,0,0,0,,,,,0
30,2026/1/29,1,30,0,,,,0,0,0,,,,,0
31,2026/1/29,1,31,0,,,,0,0,0,,,,,0
32,2026/1/29,1,32,0,,,,0,0,0,,,,,0
33,2026/1/29,1,33,0,,,,0,0,0,,,,,0
34,2026/1/29,1,34,0,,,,0,0,0,,,,,0
35,2026/1/29,1,35,0,,,,0,0,0,,,,,0
36,2026/1/29,1,36,0,,,,0,0,0,,,,,0
37,2026/1/29,1,37,0,,,,0,0,0,,,,,0
38,2026/1/29,1,38,0,,,,0,0,0,,,,,0
39,2026/1/29,1,39,0,,,,0,0,0,,,,,0
40,2026/1/29,1,40,0,,,,0,0,0,,,,,0
41,2026/1/29,1,41,0,,,,0,0,0,,,,,0
42,2026/1/29,1,42,0,,,,0,0,0,,,,,0
43,2026/1/29,1,43,0,,,,0,0,0,,,,,0
44,2026/1/29,1,44,0,,,,0,0,0,,,,,0
45,2026/1/29,1,45,0,,,,0,0,0,,,,,0
46,2026/1/29,1,46,0,,,,0,0,0,,,,,0
47,2026/1/29,1,47,0,,,,0,0,0,,,,,0
48,2026/1/29,1,48,0,,,,0,0,0,,,,,0
49,2026/1/29,1,49,0,,,,0,0,0,,,,,0
50,2026/1/29,1,50,0,,,,0,0,0,,,,,0
51,2026/1/29,1,51,0,,,,0,0,0,,,,,0
52,2026/1/29,1,52,0,,,,0,0,0,,,,,0
53,2026/1/29,1,53,0,,,,0,0,0,,,,,0
54,2026/1/29,1,54,0,,,,0,0,0,,,,,0
55,2026/1/29,1,55,0,,,,0,0,0,,,,,0
56,2026/1/29,1,56,0,,,,0,0,0,,,,,0
57,2026/1/29,1,57,0,,,,0,0,0,,,,,0
58,2026/1/29,1,58,0,,,,0,0,0,,,,,0
59,2026/1/29,1,59,0,,,,0,0,0,,,,,0
60,2026/1/29,1,60,0,,,,0,0,0,,,,,0
61,2026/1/29,1,61,0,,,,0,0,0,,,,,0
62,2026/1/29,1,62,0,,,,0,0,0,,,,,0
63,2026/1/29,1,63,0,,,,0,0,0,,,,,0
64,2026/1/29,1,64,0,,,,0,0,0,,,,,0
65,2026/1/29,1,65,0,,,,0,0,0,,,,,0
66,2026/1/29,1,66,0,,,,0,0,0,,,,,0
67,2026/1/29,1,67,0,,,,0,0,0,,,,,0
68,2026/1/29,1,68,0,,,,0,0,0,,,,,0
69,2026/1/29,1,69,0,,,,0,0,0,,,,,0
70,2026/1/29,1,70,0,,,,0,0,0,,,,,0
71,2026/1/29,1,71,0,,,,0,0,0,,,,,0
72,2026/1/29,1,72,0,,,,0,0,0,,,,,0
73,2026/1/29,1,73,0,,,,0,0,0,,,,,0
74,2026/1/29,1,74,0,,,,0,0,0,,,,,0
75,2026/1/29,1,75,0,,,,0,0,0,,,,,0
76,2026/1/29,1,76,0,,,,0,0,0,,,,,0
77,2026/1/29,1,77,0,,,,0,0,0,,,,,0
78,2026/1/29,1,78,0,,,,0,0,0,,,,,0
79,2026/1/29,1,79,0,,,,0,0,0,,,,,0
80,2026/1/29,1,80,0,,,,0,0,0,,,,,0
81,2026/1/29,1,81,0,,,,0,0,0,,,,,0
82,2026/1/29,1,82,0,,,,0,0,0,,,,,0
83,2026/1/29,1,83,0,,,,0,0,0,,,,,0
84,2026/1/29,1,84,0,,,,0,0,0,,,,,0
85,2026/1/29,1,85,0,,,,0,0,0,,,,,0
86,2026/1/29,1,86,0,,,,0,0,0,,,,,0
87,2026/1/29,1,87,0,,,,0,0,0,,,,,0
88,2026/1/29,1,88,0,,,,0,0,0,,,,,0
89,2026/1/29,1,89,0,,,,0,0,0,,,,,0
90,2026/1/29,1,90,0,,,,0,0,0,,,,,0
91,2026/1/29,1,91,0,,,,0,0,0,,,,,0
92,2026/1/29,1,92,0,,,,0,0,0,,,,,0
93,2026/1/29,1,93,0,,,,0,0,0,,,,,0
94,2026/1/29,1,94,0,,,,0,0,0,,,,,0
95,2026/1/29,1,95,0,,,,0,0,0,,,,,0
96,2026/1/29,1,96,0,,,,0,0,0,,,,,0
97,2026/1/29,1,97,0,,,,0,0,0,,,,,0
98,2026/1/29,1,98,0,,,,0,0,0,,,,,0
99,2026/1/29,1,99,0,,,,0,0,0,,,,,0
100,2026/1/29,1,100,0,,,,0,0,0,,,,,0
101,2026/1/29,1,101,0,,,,0,0,0,,,,,0
102,2026/1/29,1,102,0,,,,0,0,0,,,,,0
103,2026/1/29,1,103,0,,,,0,0,0,,,,,0
104,2026/1/29,1,104,0,,,,0,0,0,,,,,0
105,2026/1/29,1,105,0,,,,0,0,0,,,,,0
106,2026/1/29,1,106,0,,,,0,0,0,,,,,0
107,2026/1/29,1,107,0,,,,0,0,0,,,,,0
108,2026/1/29,1,108,0,,,,0,0,0,,,,,0
109,2026/1/29,1,109,0,,,,0,0,0,,,,,0
110,2026/1/29,1,110,0,,,,0,0,0,,,,,0
111,2026/1/29,1,111,0,,,,0,0,0,,,,,0
112,2026/1/29,1,112,0,,,,0,0,0,,,,,0
113,2026/1/29,1,113,0,,,,0,0,0,,,,,0
114,2026/1/29,1,114,0,,,,0,0,0,,,,,0
115,2026/1/29,1,115,0,,,,0,0,0,,,,,0
116,2026/1/29,1,116,0,,,,0,0,0,,,,,0
117,2026/1/29,1,117,0,,,,0,0,0,,,,,0
118,2026/1/29,1,118,0,,,,0,0,0,,,,,0
119,2026/1/29,1,119,0,,,,0,0,0,,,,,0
120,2026/1/29,1,120,0,,,,0,0,0,,,,,0
121,2026/1/29,1,121,0,,,,0,0,0,,,,,0
122,2026/1/29,1,122,0,,,,0,0,0,,,,,0
123,2026/1/29,1,123,0,,,,0,0,0,,,,,0
124,2026/1/29,1,124,0,,,,0,0,0,,,,,0
125,2026/1/29,1,125,0,,,,0,0,0,,,,,0
126,2026/1/29,1,126,0,,,,0,0,0,,,,,0
127,2026/1/29,1,127,0,,,,0,0,0,,,,,0
